model_short,condition,item_id,family,correct,finish_reason,wall_ms,output_tokens,output_sha256
12b,n3,mmlu_pro-020,mmlu_pro,False,stop,237.721404,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
12b,n3,ifeval-002,ifeval,True,stop,1254.167632,168,d41c63cc5df93f797017f4b47c610974718f8267a6a3debabaa955bffa658fd6
12b,n3,gsm8k-025,gsm8k,True,stop,904.464466,195,4fb84d6a3474915a8e7f0a718f6767645600c58aaa02fad4596c100f2a87a2c2
12b,n3,gsm8k-024,gsm8k,True,stop,819.236818,167,7b303eb2163a4b2be524a68a244fc231101723747e704cabec7746860bbe5bdf
12b,n3,gsm8k-008,gsm8k,True,stop,938.033799,196,6344a27c1f5658869e3d92b1f2d9d86d1649a3ae4bd1ec2db4a7f658041c9ce2
12b,n3,mbpp-013,mbpp,True,stop,276.741796,28,4df63423cb4c04c28d5305e7cc592e14020ebdb226133841cd882a53ddf5b8b2
26b,n6,mbpp-001,mbpp,True,stop,346.082707,97,6478c8d5903e00bd0706c92d498bf39ba1aad0b762d708a3b2c1a97582c8d08e
26b,n6,gsm8k-015,gsm8k,True,stop,486.115787,121,0c34b6241bb6001e6107e95e7cfbf2b2db323537e536062320106a6736825bfc
26b,n6,gsm8k-048,gsm8k,True,stop,622.463333,177,583feeff9dd35a91276223d08e2804d0423abbe1a3a5c2b3333de0d1559abadb
26b,n6,mbpp-031,mbpp,True,stop,261.686249,48,870c3c71e6b349c79985bda672e838646e0fd8580f454a70fb1f3b44e79eee38
26b,n6,mmlu_pro-014,mmlu_pro,True,stop,141.179211,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,gsm8k-012,gsm8k,True,stop,368.06317,91,2223b738487bf9f40b3bbf4bf306cb2a64dd364748f07af2d562b2f1eae2a1b4
26b,n6,mmlu_pro-024,mmlu_pro,False,stop,164.796162,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n6,mbpp-010,mbpp,True,stop,1333.608713,380,27b699d092682b057605bce2112c9e7fd9f78e66b8b73ed33fe0487c80195e5b
26b,n6,mbpp-035,mbpp,True,stop,432.928862,119,9c77efdfc509033b1fa892a1b8be4e0b80a24bfa73527d2e982b4ebece38a82e
26b,n6,mmlu_pro-001,mmlu_pro,True,stop,201.446936,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n6,mmlu_pro-006,mmlu_pro,True,stop,188.342436,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
26b,n6,gsm8k-007,gsm8k,True,stop,771.267154,200,1891cbc86f9a3cd2ab93e1cd1592c5399ff2b033854438af36ef1acb54c337c5
26b,n6,ifeval-025,ifeval,True,stop,3167.028856,566,db5ced05b1f3e89b4b3acd9058c3a9f137c0b2dfe4d6c9c55fa776ced6f46e81
26b,n6,mbpp-029,mbpp,True,stop,540.913375,147,131c12e3baab60a4a04890eac3852b6c710bc26c39daf79d5bd2c9a22a80b7b7
26b,n6,mbpp-009,mbpp,False,stop,1586.214199,480,c657e7d1e0740ae45fafe62c966b62998d0b973713ffcacab943b3ee6c65efd0
26b,n6,mmlu_pro-017,mmlu_pro,False,stop,226.1773,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n6,mmlu_pro-012,mmlu_pro,False,stop,243.036592,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n6,mbpp-023,mbpp,False,length,1785.181198,512,75dda234cc71471418819188bbe49a2fa7c7722d3d518d4c9ac9004c54d70d75
26b,n6,gsm8k-029,gsm8k,True,stop,390.419389,84,6db8ecb0fb43b30bd5cd23015d255aaccff5859a82a59b56f4f514691db71fc3
26b,n6,mmlu_pro-034,mmlu_pro,False,stop,126.31598,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n6,mbpp-014,mbpp,False,stop,552.487805,136,612c13e00cee419c9959f681d06d9bc66a97cb8e7fce0f79b678e4b625faf2e3
26b,n6,mmlu_pro-029,mmlu_pro,True,stop,196.39443,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,gsm8k-045,gsm8k,True,stop,633.150784,184,b3a13802a5fa6ccfd877dc69300a6ea7f4b2a25e8cd61a3e3e769927dc731060
26b,n6,ifeval-012,ifeval,True,stop,2681.806555,455,c161d4825f86736694a7524b900cf35bc99a10a5d06ffb32c06d5c8e9e4d274e
26b,n6,mmlu_pro-049,mmlu_pro,False,stop,221.096397,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
26b,n6,mbpp-036,mbpp,True,stop,206.219689,35,68f4d7589f633b92b13fefd6bef50c8c846fe1a3fe75b1a2bbc3a26e31f80c9f
26b,n6,gsm8k-024,gsm8k,True,stop,563.959135,156,46f6a717bc53fb781c9ceae9df1cecad80c20f36911a9613f407588436725083
26b,n6,gsm8k-002,gsm8k,True,stop,1264.31878,408,f11393defb1e56dcea0ff94d1eb4c17fc2d7f607d1560f063a9d3c30147e4bca
26b,n6,mbpp-015,mbpp,True,stop,301.495246,60,7e5013eaea7c314526bf40f91a970b225aec2dee466b10281372e2da66632045
26b,n6,gsm8k-006,gsm8k,True,stop,461.095025,148,a6289379bd2c55ce8003d9dc822ad46219637c542f5b66b7f4caf667132f4525
26b,n6,ifeval-024,ifeval,True,stop,1084.943143,158,995a91dc0dd096fd1626c9bf955f247a08a6a6eda0b32d56891b47f768e83a6f
26b,n6,gsm8k-016,gsm8k,False,stop,600.081868,146,f0e2a11c432cb59f10eb5a9fabf290c62f4799c798a70f39f3cfa2307c617b85
26b,n6,mmlu_pro-055,mmlu_pro,True,stop,137.701561,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n6,mbpp-020,mbpp,True,stop,227.605724,39,b9fbb54da04dac4530d79e61d7c731421a6d495890c45f2ae532364223540357
26b,n6,ifeval-039,ifeval,True,stop,358.966012,42,70121d859ac30e3073614d21f13865ef1290e1ff4504545475a4ca8abf9a9116
26b,n6,mbpp-021,mbpp,True,stop,408.804313,89,14be9e691965c61ccaff5d840a91799834301276f3da67a929d47e25123d2681
26b,n6,gsm8k-005,gsm8k,True,stop,583.605271,162,0fbac390c1d811bf608f1fc955d2a8ac95a5485aa45c1f7b5faeb1c43a7c2bf1
26b,n6,gsm8k-049,gsm8k,True,stop,555.655458,155,a921334228865af0f481d9614e18b40bde5bb1eb113e6dcf49e733cb3c12637e
26b,n6,gsm8k-030,gsm8k,True,stop,947.117848,295,0515917676e403ef2626adbc85484b3b3bc3c1be88d2d3ab37fbefc7c74a47a0
26b,n6,mmlu_pro-038,mmlu_pro,True,stop,158.727285,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n6,gsm8k-028,gsm8k,True,stop,389.338277,99,3654389e0f19b63dc58e4bb4203f6bcb9eb9053dc2842f6f83f5621138b48a52
26b,n6,ifeval-005,ifeval,True,stop,1381.128582,316,5e85cfef8651ea5e5c91268bf9f754a502bb68aaf247cb1be6c305cf10bf1b3e
26b,n6,mbpp-026,mbpp,True,stop,296.319029,70,11929beb76245890f5cfbd5e0319688f45048d8ffad43557e4a3ea51f7cf4dd7
26b,n6,mbpp-012,mbpp,True,stop,380.859495,108,1078dbec8ca4b236b331f9fad83589018f9ff736bd31e6eda8d2faa26ec2f829
26b,n6,gsm8k-027,gsm8k,True,stop,977.978322,290,e52fec6cbbebbb42d473d62bbbbc2c4d949b3c964b1777ba0f9a22d7bfaf46b6
26b,n6,gsm8k-039,gsm8k,True,stop,1283.160088,398,6d5f64ea3210338ffd9f147226ce4a8b80e7525b82ac679e63d27fef15d3d8c0
26b,n6,ifeval-028,ifeval,True,stop,3578.861318,520,338951bc54bd08dcc891df8cba2f0ae1d0351b50b0ecdd554e3825c117c6059e
26b,n6,mbpp-016,mbpp,True,stop,1225.985922,366,1f51b0228e4ca2b604632f7260de7773dda64dffb80078a3d9d10caed9604977
26b,n6,mbpp-004,mbpp,False,stop,294.178063,53,573070133826250b34f2703a3408676b7e98ebe023e96a87ed7811d99a494207
26b,n6,mmlu_pro-033,mmlu_pro,True,stop,116.79704,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n6,gsm8k-054,gsm8k,True,stop,703.456986,250,89b8275c1eac1fadf017ab38c5ee707a4452e5d0bbc14f6ab1d3ac02fc07acd3
26b,n6,gsm8k-032,gsm8k,True,stop,673.163822,194,dff85e67df64af8d7ed1f5633ee471b19fe70c8804ae659c16341477234a579f
26b,n6,ifeval-027,ifeval,False,stop,4192.096108,655,87cfae3a15aebbdfdcf93c35b37cddeed6d1ad64e9fe13027bb6dc5bcca139c2
26b,n6,gsm8k-000,gsm8k,True,stop,358.560543,74,4130591b6a48ab4e8aa2e1592cad24f83a0b4e4a245066fe17c2ef56aa1fa3ff
26b,n6,mmlu_pro-041,mmlu_pro,True,stop,154.627291,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n6,mbpp-003,mbpp,True,stop,197.931124,26,2369d5861c9378ec1edd7526f1a7312ee1942a946ef1ad07c6d3816877ac5930
26b,n6,gsm8k-026,gsm8k,True,stop,972.119034,326,715f589f2b6d69b8f88b2f7165d40c0ecb78836ce37babb8ed21d91b3de58f21
26b,n6,mbpp-013,mbpp,True,stop,442.018646,119,ba87158c7b788cf7dab68009d329d431cf9b41debd6418b4d344e78a2818f0b1
26b,n6,mbpp-027,mbpp,True,stop,335.39109,53,c6bea878f01a3eb77a45734df8c801301f79b77d427d70565de7fe514e396189
26b,n6,ifeval-026,ifeval,True,stop,1236.339327,218,18ff625f478983ae86075bbe7e1802850c689a2410663fdb3e955a4cdff4a552
26b,n6,ifeval-011,ifeval,True,stop,433.616055,62,fc36620b5f16f14a5b06734b574c4be1c36d6b293a2ff95508468837fff18144
26b,n6,ifeval-036,ifeval,True,stop,991.498666,167,589a9ef1195ba19249f7e5346d492485a9e7595e0bb5e098205604a1e502eec0
26b,n6,ifeval-015,ifeval,True,stop,676.221045,105,f3e2e4bad7899a15e538c289a1196478b7989f9b188a5bce62f7ab5b5d5b6551
26b,n6,ifeval-037,ifeval,True,stop,2702.522881,514,be3aa30a66854c290f1e767c1d163998aaccc5221bd1c20b7ad3515c24194ec9
26b,n6,mbpp-005,mbpp,False,stop,323.155109,54,4cedae0362c3d366f4e00ef222e2edbd10df886eb058c5b86e6a791e1f81f2a3
26b,n6,mbpp-034,mbpp,True,stop,340.023823,81,a3bfd9338c9b1802ba963dd2cecea8da5545413639d0298499c8b92953dc3530
26b,n6,gsm8k-018,gsm8k,True,stop,309.334451,79,96ae1629157a0c0caf49b2f979d2dc56a842eef96769c2fd728e8dab2b52b752
26b,n6,mbpp-017,mbpp,True,stop,658.31705,197,bb3bfedfd0ca84cd001bd9d131c68437ae0448167934c02a52b5c1b55463a29f
26b,n6,mmlu_pro-010,mmlu_pro,True,stop,205.317657,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n6,mmlu_pro-052,mmlu_pro,True,stop,256.122068,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n6,mbpp-011,mbpp,True,stop,319.824983,54,6b02601a9416085c3183af8cf8867cfdfc5578b9bb1b9a4d8e7c27d331e2bd58
26b,n6,gsm8k-042,gsm8k,True,stop,602.852051,172,380059f54838a8b840ed86d04ceb8a238422b28d67ec2de88b97b9d01daf944d
26b,n6,mmlu_pro-040,mmlu_pro,True,stop,133.109124,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n6,mbpp-030,mbpp,True,stop,440.317949,114,41dd0452b8460de3285cbea232b939d0c6ae050c78c11387cbb2b00d0fffa4fe
26b,n6,mmlu_pro-059,mmlu_pro,False,stop,199.338042,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n6,ifeval-016,ifeval,False,stop,101.059278,3,756323b169728673341620db9f90fdab034169535fd52280c13cc5af618f5593
26b,n6,mbpp-000,mbpp,True,stop,165.246993,26,90666dec8e32d5e80e629629c1213cbb2d7b2f3cfca888f1faefc83af9f0625d
26b,n6,gsm8k-023,gsm8k,True,stop,1035.886466,342,6db9236089135f8aae64301261fc788894abadbb7a49efe33ef5e2227301348f
26b,n6,gsm8k-046,gsm8k,True,stop,363.038592,93,5ceba11bc5be26456b1d9a7e2bc14b7e5e1ee5ba229580805fb3dd062cafcee2
26b,n6,mbpp-032,mbpp,True,stop,367.233409,83,9e0837a89ac59a00f6a7c970b45bd4cbd81ac27f842af5a57cb9802178c0cbdf
26b,n6,gsm8k-037,gsm8k,False,stop,1417.262653,400,7569e4230394f348b5d6e4adc72144c9d27c99d612d830a2ef06a5ed73b0d201
26b,n6,ifeval-001,ifeval,True,stop,1273.58203,194,1f78fddde506413e351352c2df438087def1306dd0350fd30e875d8b74ccd0a9
26b,n6,gsm8k-055,gsm8k,True,stop,512.861584,161,567114c50963387e618870f30d22c94c3b6eb56fa6452f8d99c3329912132cfa
26b,n6,mmlu_pro-035,mmlu_pro,True,stop,139.128419,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n6,ifeval-002,ifeval,True,stop,1046.927161,164,c99f7abcdcaa9720a7d7c8a5d18292f6415816838dd3937ba85dd468b02c7093
26b,n6,gsm8k-025,gsm8k,True,stop,513.966248,155,c8b7111bea2fb5b82761816643a84bdcbcd828be1a38815bb5d2d730db7dc57e
26b,n6,mmlu_pro-028,mmlu_pro,True,stop,147.108854,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,gsm8k-052,gsm8k,True,stop,676.158332,212,688333810646be177f371617438b10201122e2ae54e4d8196269e5afb6110c88
26b,n6,mmlu_pro-026,mmlu_pro,False,stop,162.223525,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
26b,n6,mmlu_pro-000,mmlu_pro,False,stop,170.700814,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,mmlu_pro-050,mmlu_pro,False,stop,201.150019,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,mmlu_pro-023,mmlu_pro,False,stop,199.878925,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n6,ifeval-020,ifeval,False,stop,1907.564016,318,c311c740b41c69bc499c8dc1b8bfa70ae6c39f1282c937dae9eca794e6b23eca
26b,n6,ifeval-000,ifeval,True,stop,938.945216,189,4f845faaf56b24e837af2731fcbe69b3d17093b3a8eba992e0c0a0d296bbebe8
26b,n6,gsm8k-040,gsm8k,True,stop,650.365597,193,27763bc156a765d2fc8eae5acdabe99a32b5a8e2889ecf5e6aa7b8bb64b641ca
26b,n6,mmlu_pro-027,mmlu_pro,False,stop,147.576258,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,mmlu_pro-046,mmlu_pro,False,stop,172.985731,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
26b,n6,gsm8k-008,gsm8k,True,stop,739.945134,212,dc48ec797a40c71b29792c502990ae328200d87a8aa8f4dc8e8e4f89a8b03e42
26b,n6,gsm8k-050,gsm8k,False,stop,646.175179,156,2a1bf8233466fcbade455f01305a70cc8bac568ee373a2d30dd46d23e028bd00
26b,n6,gsm8k-019,gsm8k,True,stop,597.770543,161,1f75fb37b67bdf7845093af7567c354bc757d3588973ff56431c07e0dcf308b9
26b,n6,gsm8k-014,gsm8k,True,stop,1000.053881,291,b9b872123eb9c96cc9edd4955a6776af862f65cef7ace2c5b7246fc93fd58751
26b,n6,ifeval-022,ifeval,True,stop,722.14881,113,920fadcd54ea5ef17fdc2491af4eec09f95bc75ca0be1a91874adce469e26cc8
26b,n6,gsm8k-031,gsm8k,True,stop,787.845753,236,25111992fee441a3ec5b946933a70e3063fc55c53c96d2c556a08db8d0a5bc69
26b,n6,gsm8k-051,gsm8k,True,stop,727.24505,231,904025a261b60d447f2a14904d29a3b8062b6cbdca49b226bb64b109bac606ad
26b,n6,mmlu_pro-058,mmlu_pro,True,stop,190.563787,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
26b,n6,ifeval-014,ifeval,True,stop,1874.793269,328,6a209981a500200b488d1c34cc48b7f0c509d6e88f76ffd8a49871d2a76c0316
26b,n6,mmlu_pro-002,mmlu_pro,False,stop,160.555351,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,ifeval-023,ifeval,True,stop,1797.700514,248,badfe066404e90ffccdb15bbfdfeac97901c8f8bfaf71184d1bc8189a38a66a7
26b,n6,mmlu_pro-013,mmlu_pro,True,stop,152.73536,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,gsm8k-047,gsm8k,True,stop,338.559297,89,6769150415ae1694bc3ecb3dc6de73a2b636f20fff6772260fe8d4886f1514c2
26b,n6,mbpp-039,mbpp,True,stop,212.72742,35,df21cfb4c31276176ba552cc14abae47702e5f7deb9b3cb1ed37c88d89259258
26b,n6,ifeval-013,ifeval,True,stop,1089.003813,156,8e054f320bc8c22e4d77faff1ec2c3c807a8201f9f23f641628dc2f0f325129d
26b,n6,mmlu_pro-031,mmlu_pro,True,stop,120.685123,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,mmlu_pro-042,mmlu_pro,False,stop,158.665585,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n6,mmlu_pro-004,mmlu_pro,True,stop,216.658798,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n6,mbpp-019,mbpp,True,stop,439.193737,85,9246b8fd1b774f93bf1b5d111751af23eb7f4a04b3edf373f23bc79f1788b8d9
26b,n6,mmlu_pro-037,mmlu_pro,True,stop,206.508643,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
26b,n6,mmlu_pro-036,mmlu_pro,True,stop,130.204874,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
26b,n6,mmlu_pro-039,mmlu_pro,True,stop,105.717942,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,gsm8k-011,gsm8k,True,stop,339.93541,76,6fd3329dcc91917a4f464531f3fc8f064cf8576f5d08aec7ffefd66b99fa5a0b
26b,n6,mmlu_pro-032,mmlu_pro,True,stop,159.86965,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n6,mmlu_pro-025,mmlu_pro,True,stop,227.876191,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n6,mbpp-025,mbpp,True,stop,436.708323,80,e287984195e830c9e160f5c11fe7fb397db0946398638f77be47852ea0915cef
26b,n6,mbpp-002,mbpp,True,stop,345.796517,101,74f0513651bafe66efa36352ec55fd56ef645ae0a59e5c37f56488fe1822e5e2
26b,n6,gsm8k-041,gsm8k,True,stop,304.358124,77,3cf399b709564d78b55d0ef5e71dadc7d2901fea7c42d01c38117fa605084334
26b,n6,ifeval-008,ifeval,False,stop,1103.737144,165,ebc7500fd7257d2afcde39642b8f13ca461dc2594cc89520bdb6b314124a1644
26b,n6,gsm8k-001,gsm8k,True,stop,832.85473,245,4210f235d52407784f3f88dca3802e076810522c5aacac332a452197a0150c29
26b,n6,gsm8k-003,gsm8k,True,stop,976.97132,279,05a6af4343eebb223aa4b88342ba89f5b4023980b4f3711649bd0793ca0af38e
26b,n6,mmlu_pro-018,mmlu_pro,False,stop,217.57454,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,gsm8k-043,gsm8k,True,stop,576.562472,158,cfa23b4e494d42ea6065b447af9967ac5033b64a76134f85dab7f29f32550ca8
26b,n6,mmlu_pro-053,mmlu_pro,False,stop,164.369839,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n6,mmlu_pro-022,mmlu_pro,True,stop,223.428941,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
26b,n6,ifeval-034,ifeval,True,stop,1441.144363,249,0a74d3f179116f5cb5e7aae9384ef496855b34d974585f0291ad8aa4fb827717
26b,n6,ifeval-018,ifeval,False,stop,3599.366843,536,385aebd38e4426737591d182eb324b012c0388d5a559598ed6c67984bb32fe1d
26b,n6,gsm8k-036,gsm8k,True,stop,604.921874,164,d0f71858e208dcf7fbff2d3240ed28757732f0a532ab0ebb2a615b8ede804033
26b,n6,gsm8k-035,gsm8k,False,stop,1176.916173,379,7b397aa12d04973f927e54b7d7f7cfd8b6f32476896932316c48d8501164aa46
26b,n6,mmlu_pro-051,mmlu_pro,False,stop,172.958377,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,mmlu_pro-044,mmlu_pro,True,stop,155.905335,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n6,mmlu_pro-008,mmlu_pro,True,stop,166.119213,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
26b,n6,ifeval-019,ifeval,True,stop,2817.654232,452,303b7c08225379424cdc64a91548c6590dfa4b4c328be539152f4c64205a368f
26b,n6,mmlu_pro-016,mmlu_pro,True,stop,158.306439,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,mmlu_pro-015,mmlu_pro,True,stop,126.287828,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,gsm8k-053,gsm8k,True,stop,635.362729,191,8e49fd9bf4c6d093f7bc137f1d55bc9d89900c106be64b4a38b1f02bd67d00c6
26b,n6,ifeval-033,ifeval,True,stop,263.020884,26,4569db9645b782aab0f20f3e2d379ae623926452c611a07c4d66c6083a2ee180
26b,n6,ifeval-030,ifeval,True,stop,2124.516003,570,d7a4587f0d1449cb113e10fe75c5c46297637c5c5b3777b6611347033b44128f
26b,n6,ifeval-029,ifeval,True,stop,1926.620234,304,bb8ef19ab3b7fbccdc7a11e9645417f053e69fb139e3ba95f36542764db6dfef
26b,n6,gsm8k-017,gsm8k,True,stop,430.277499,93,aaf9e02fc8114eecb8a262b36095edf58a907cc3b2cb8aa90ab6c1a5fa801e76
26b,n6,mmlu_pro-043,mmlu_pro,True,stop,129.256711,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n6,ifeval-009,ifeval,True,stop,2490.081981,435,c24df4f38629e3113dbd96b4024f37c63c21d4ee0f33594d4b6e7b78d5eac32d
26b,n6,ifeval-006,ifeval,True,stop,490.494652,89,61c54082dd65c1cdb333af3ef1450fba62854dd34ce327122d609744de829ec9
26b,n6,ifeval-032,ifeval,True,stop,139.386141,17,072670cc6bc912bb9c592e628810efc6f97d812d3e1084a7fa11ecea3be4c928
26b,n6,ifeval-035,ifeval,True,stop,177.512371,28,6b96478ab9765932c3e29ab640e3736ed74ab67a8e11ce95b806e885b16adbcc
26b,n6,ifeval-004,ifeval,True,stop,2521.460641,507,1c0225d87f7d9b22e1e2b2024285374a6642e1c1961213a455f8c63e3dc75764
26b,n6,mmlu_pro-019,mmlu_pro,False,stop,231.724549,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
26b,n6,mmlu_pro-003,mmlu_pro,True,stop,180.108721,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
26b,n6,gsm8k-034,gsm8k,False,stop,1031.053765,320,866b81e4ba2364ede9c21b6dabbd6fe8de4e5acbbaaa83137a9b72a79995fc54
26b,n6,mmlu_pro-020,mmlu_pro,False,stop,219.301471,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n6,mmlu_pro-048,mmlu_pro,True,stop,132.224507,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n6,mbpp-018,mbpp,True,stop,903.725874,268,87c924170dd3df7913aefc9c630d01462edd6b79ddc2c35ab4b4493bda5a426e
26b,n6,gsm8k-022,gsm8k,True,stop,630.186551,186,86393e3a819b0de289039819a662527736599aa51205a2c63b59fa4824dda7d3
26b,n6,mmlu_pro-009,mmlu_pro,True,stop,172.363775,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n6,gsm8k-057,gsm8k,True,stop,751.585952,211,0139574367a7004ab354c1092c9a4ff822385c231d2534ccd7e0f01229d2e9e7
26b,n6,gsm8k-009,gsm8k,False,length,1717.276464,512,6f9aa59afa92ed3f41da0ac2d042409dbdfae552a4fe5ae782e473a45eac5d45
26b,n6,mmlu_pro-047,mmlu_pro,True,stop,205.884197,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
26b,n6,gsm8k-020,gsm8k,True,stop,638.057878,173,fbd5aa795a0266bc5de3e315c664677b3fdf49af76e53dda223d024d4bf34041
26b,n6,gsm8k-044,gsm8k,True,stop,638.689122,193,97fa7470a3d22524895a5f3fe1f01ff71b0c721d0f7f20b3e84467f7c54f9200
26b,n6,gsm8k-013,gsm8k,True,stop,493.137921,146,3b6de6d89d518338f391a52af3c9f0a612bd0f89fef853ddd76b7265940acf98
26b,n6,ifeval-010,ifeval,True,stop,2365.153827,371,d229b3d31d77f1cff301a5f1ba275032e806537f51c31301a3aa7abd9fb5eda3
26b,n6,mbpp-022,mbpp,True,stop,239.612034,36,0de54c5f0b17f075fcf6b40205e874d57cddc5d15fb264c75bb341a73617141e
26b,n6,mmlu_pro-011,mmlu_pro,False,stop,165.076128,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
26b,n6,mbpp-038,mbpp,True,stop,263.154785,58,3d96f137f89b31b2626ee0667d02d2eef0b076b9d3191d5b47e56ea615174d56
26b,n6,gsm8k-056,gsm8k,True,stop,663.031738,205,5b2a610af929d8f9fda2dabd03d16d24b18309c25bd5efd2060d9e29612595bd
26b,n6,gsm8k-010,gsm8k,True,stop,475.445696,141,d4208efd534cc49b798d6fd4a6d2a09a74d45046548152ec742daff93a88460d
26b,n6,mbpp-037,mbpp,True,stop,254.575834,45,b0d87a4f246ab0c8abbec4db556c2753bbc57afbbd24e7a4946f2e333bf0144d
26b,n6,mbpp-028,mbpp,True,stop,394.872889,113,7f2ffc0dc71f42137098faf710ad71b1e8c9d418124541aa4ef79e84738101a1
26b,n6,mmlu_pro-021,mmlu_pro,True,stop,201.722088,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
26b,n6,gsm8k-004,gsm8k,True,stop,513.737503,127,403acf20e2ab7f1066d703466eeec538c82750e216ccaab213fbb344599ebda7
