model_short,condition,item_id,family,correct,finish_reason,wall_ms,output_tokens,output_sha256
12b,off_b,mbpp-032,mbpp,True,stop,1165.963861,83,fcfb86832395906e0a7afa199b5dde9c1532622e57ce6e124add21a7deb91775
12b,off_b,ifeval-022,ifeval,True,stop,1471.047707,121,a24c3a1591b76a6454171340d74d91afeb50e794ad9b84c2420bf3e86c461876
12b,off_b,mbpp-028,mbpp,True,stop,438.292137,32,935a46b12d1be56832c2a572cbcfa849f01b218bb282f24708f561971ef205f1
12b,off_b,ifeval-026,ifeval,True,stop,1967.272436,172,5f8beab45650bf04f79238ef42ec145359c02f6ad5c35217e6432454ba9a9e60
12b,off_b,mbpp-036,mbpp,True,stop,509.000116,35,68f4d7589f633b92b13fefd6bef50c8c846fe1a3fe75b1a2bbc3a26e31f80c9f
12b,off_b,gsm8k-026,gsm8k,True,stop,3613.227606,320,8a3cb8dc4862b14a37594060c58d58f2434d017c5b4806bf91306822b79ee214
12b,off_b,mbpp-022,mbpp,True,stop,606.132436,36,0de54c5f0b17f075fcf6b40205e874d57cddc5d15fb264c75bb341a73617141e
12b,off_b,ifeval-007,ifeval,False,stop,668.638342,48,3e7eb239d439ecf978629114aee4e04094b231211a7419027f01c1f6dd7baa22
12b,n6,mbpp-001,mbpp,True,stop,413.486574,97,6478c8d5903e00bd0706c92d498bf39ba1aad0b762d708a3b2c1a97582c8d08e
12b,n6,gsm8k-015,gsm8k,True,stop,778.133286,187,d3a6493c283e4bd9ebefe95f37dbbd793e06b85aaf6e14d007350be4b6ecb145
12b,n6,gsm8k-048,gsm8k,True,stop,764.780912,193,0d44f4ead6dc881bf9e2bfb13981900075afc8ca267a6dc69db13ce107cc3798
12b,n6,mbpp-031,mbpp,True,stop,341.167251,42,3ec36b4c44b7233344c96c229dbf5cef458622630abd7e11bcd8eff433bc2ff5
12b,n6,mmlu_pro-014,mmlu_pro,True,stop,192.200663,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
12b,n6,gsm8k-012,gsm8k,True,stop,870.99755,198,9d6a9b23c4bc51cee7ecceb79d6527c964d66ba8474026bc6b026a99f40a4804
12b,n6,mmlu_pro-024,mmlu_pro,True,stop,181.702575,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,mbpp-010,mbpp,True,stop,941.993106,190,b6688232a7a6404810b65f1f5706f10999972fae1b04a33cd5a33fdd8138c4a3
12b,n6,mbpp-035,mbpp,True,stop,280.70685,26,70317dac83bec3cbdab62623c76ea12c1ae182e6aa28d37972c34b39a12f5b91
12b,n6,mmlu_pro-001,mmlu_pro,False,stop,239.951897,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,mmlu_pro-006,mmlu_pro,True,stop,315.662473,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
12b,n6,gsm8k-007,gsm8k,True,stop,1060.14666,235,d52b6540d3f1a4de9a934fca797b92bc8cfd425174020fd1b5b2f5ea8f2cfbf3
12b,n6,ifeval-025,ifeval,True,stop,4364.775917,569,65ec0e3e9afd258eb67f1ac98cdeeb4ae471ee88f09e21858c87b58563144450
12b,n6,mbpp-029,mbpp,True,stop,445.264458,57,ffe7a6489e15ea5468f70eda228859660412f367ee69980ee17ac1bbd2ff82a3
12b,n6,mbpp-009,mbpp,True,stop,299.328069,35,ad9ff67b01f4e5f48066d4817eace7744ba392c54191d7f4d5c24390cf24de97
12b,n6,mmlu_pro-017,mmlu_pro,False,stop,240.928749,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
12b,n6,mmlu_pro-012,mmlu_pro,False,stop,374.232101,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
12b,n6,mbpp-023,mbpp,False,length,2381.611198,512,4309e4ce4d02aa5003edc613ee4607ddfa5b962bfcfad94b265b7022e9642ad0
12b,n6,gsm8k-029,gsm8k,True,stop,533.400341,92,07f0fae1d4034a4190791cc4b072fd1b96bcf5eda8ada1033de5327728a67f7c
12b,n6,mmlu_pro-034,mmlu_pro,False,stop,156.344631,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
12b,n6,mbpp-014,mbpp,False,stop,712.39874,125,c9abde5937d40efc56e01dd1d94c6b688a3cfff0c3866a49fc66054a89c6096b
12b,n6,mmlu_pro-029,mmlu_pro,True,stop,263.822414,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
12b,n6,gsm8k-045,gsm8k,True,stop,754.531299,183,3a5d4ceea35b2b6939f5f58795d47279b85c3ceab266675b6b881c319907ad5a
12b,n6,ifeval-012,ifeval,True,stop,3562.272944,456,5762904624241d9e7e3b03e3f4ccc20782929b5f12a6562a8db9a74939f05292
12b,n6,mmlu_pro-049,mmlu_pro,False,stop,245.07751,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,mbpp-036,mbpp,True,stop,287.252325,35,68f4d7589f633b92b13fefd6bef50c8c846fe1a3fe75b1a2bbc3a26e31f80c9f
12b,n6,gsm8k-024,gsm8k,True,stop,725.249329,167,7b303eb2163a4b2be524a68a244fc231101723747e704cabec7746860bbe5bdf
12b,n6,gsm8k-002,gsm8k,True,stop,1591.942735,360,fa3efea1691a422e760b51e951a635def314a5d3d93adae2e7a733a69e8e89ab
12b,n6,mbpp-015,mbpp,True,stop,271.943393,24,eee918b4317d18580849bd33e3360e3eb0ba64663317e98e1b2cbe720fa691f6
12b,n6,gsm8k-006,gsm8k,True,stop,686.57429,172,d7f2798e62f243feaf28a2295d563fbc47895100fec96776cfd4d90876e120ec
12b,n6,ifeval-024,ifeval,True,stop,1400.656912,160,4d673f8407f0f25154f9441a7cf417af84a6b09e39cf74356597dac23bb413e8
12b,n6,gsm8k-016,gsm8k,False,stop,983.396698,225,4d7824e3dddd38cbf870d649027f23014c4338ccd13938878fa82e2c662267c3
12b,n6,mmlu_pro-055,mmlu_pro,False,stop,190.47185,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
12b,n6,mbpp-020,mbpp,True,stop,307.198229,39,b9fbb54da04dac4530d79e61d7c731421a6d495890c45f2ae532364223540357
12b,n6,ifeval-039,ifeval,True,stop,610.098916,54,188a0c6b2a30db6b18ea3806e46bb58c70674fa0d0d1bd92f6494689283a89e0
12b,n6,mbpp-021,mbpp,True,stop,1027.732212,267,014e59fed3fab46a175f24ddf9cdf629881cb4ae0012f0524ebb80ba08501574
12b,n6,gsm8k-005,gsm8k,True,stop,883.62344,224,eec3de3f87fee8ead079dc5e83d5e17e3f8c85e212affc077c4df5fa50fdd0ff
12b,n6,gsm8k-049,gsm8k,True,stop,602.54509,143,c5ab262e6075d45c6f8130bb326c6be4da67379393be73afdbb5be3b4c943d32
12b,n6,gsm8k-030,gsm8k,True,stop,962.522054,224,32f65ae9462cc9f36e1496087ffb27614daf5665da5ef92791b85ba7015a5b33
12b,n6,mmlu_pro-038,mmlu_pro,True,stop,225.671564,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,gsm8k-028,gsm8k,True,stop,668.293187,168,910b0dca5045c1829d3c960534c67736fbd31e635b23306588c96380e879d9fc
12b,n6,ifeval-005,ifeval,True,stop,1832.179541,340,b5ef83dd13358fda5dc8398c93e493d9ac04ba45b4be4a496e0d4c853b4fda55
12b,n6,mbpp-026,mbpp,True,stop,253.83299,32,1eff8d615c97e43bbb5c5e6e0c1b9cb9d32ad7b206ef6c1509b6e2ff26e466b0
12b,n6,mbpp-012,mbpp,True,stop,197.984056,25,88e3a231028f25a24a39fc4fb80211609502549f02a0a820d9108ccc498168d7
12b,n6,gsm8k-027,gsm8k,True,stop,1986.976518,458,a2cddabab15a1472a0036bc718345a507d34a9787a27c22cc8ca09d9159307f6
12b,n6,gsm8k-039,gsm8k,True,stop,1864.832467,480,fb32d7098fa115574a80ddd93ed832a6c4fe499d3ac99571da234f7c4904e76d
12b,n6,ifeval-028,ifeval,True,stop,3946.606049,462,efdca2ea17ae261d7ecf7020f6dca31a8b6c557fe0c9cf7bfebc081c4e87f6bb
12b,n6,mbpp-016,mbpp,False,length,2335.80855,512,33673d3cbb77751ab5bf1619edc135f412070ddc0c5befb227828fff9f311906
12b,n6,mbpp-004,mbpp,False,length,2655.214629,512,7ddb6db29f688fdbb0a4c2d04671e6481c5d5ef81eb49bbcf83eea805eb8632c
12b,n6,mmlu_pro-033,mmlu_pro,True,stop,217.312289,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
12b,n6,gsm8k-054,gsm8k,True,stop,787.322431,214,bfd4b874992a54ce81ec4d24c070b7878c4a7b69958bcb2be8b2253527934cb3
12b,n6,gsm8k-032,gsm8k,True,stop,928.199491,229,4e3b212055213fa603b43847fdf8373b56fc10d59539442b9b9849b47e40de85
12b,n6,ifeval-027,ifeval,True,stop,6037.27948,691,cee3b08e3e7b38534b6a3f36d84f9c79ce8d46cb3f59dfa820e12c9d1d0380e7
12b,n6,mmlu_pro-041,mmlu_pro,True,stop,302.010225,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
12b,n6,mbpp-003,mbpp,True,stop,251.721788,26,2369d5861c9378ec1edd7526f1a7312ee1942a946ef1ad07c6d3816877ac5930
12b,n6,gsm8k-026,gsm8k,True,stop,1278.229771,320,8a3cb8dc4862b14a37594060c58d58f2434d017c5b4806bf91306822b79ee214
12b,n6,mbpp-013,mbpp,True,stop,297.9472,28,4df63423cb4c04c28d5305e7cc592e14020ebdb226133841cd882a53ddf5b8b2
12b,n6,mbpp-027,mbpp,True,stop,438.47538,66,c113ae17a302d1fd851d7a78dbfa687df73adf25301e048d21b7431c16659497
12b,n6,ifeval-026,ifeval,True,stop,1976.374347,233,0ab3ab4d244ff59416c15a3403bb1c47066bf821d466980deed2133b2a2229a5
12b,n6,ifeval-011,ifeval,True,stop,481.576299,45,00bf0e4b85c065ef005c00b7577f80eb5b57cb2d49bbdd7d680c268d49b43c59
12b,n6,ifeval-036,ifeval,True,stop,916.508225,99,373090594df55c59ada7e92d553ca86b8bfaee1b5690871014977dda83aed55c
12b,n6,ifeval-015,ifeval,True,stop,877.887359,111,951d093be7b4d3042396659278df1a046727ac280e4ff84f24cbd524d5d50d76
12b,n6,ifeval-037,ifeval,True,stop,3828.833464,598,c5a71d63260d2466a077719fea89835b143250255fc34d3928621d37bf81c904
12b,n6,mbpp-005,mbpp,True,stop,1767.652993,377,b0374e3f9a18a2d8f841a494701b42dabb81cadbfa2deedcdcc2fcc611bef57c
12b,n6,mbpp-034,mbpp,True,stop,423.215345,60,65206c7abcc848ae14d11c7f6a17f4a2a858796540372c51156ab4bedab81d65
12b,n6,gsm8k-018,gsm8k,True,stop,571.330433,133,d294fa3e973f893f8f0fe39fae5c7462468ccc6bb29dde049d94ef12d2072b4f
12b,n6,mbpp-017,mbpp,False,length,2124.521577,512,1671ed87f626e09bf861f6a08b39803e569521ad23909f65abd8d209364af2f8
12b,n6,mmlu_pro-010,mmlu_pro,True,stop,331.261255,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
12b,n6,mmlu_pro-052,mmlu_pro,True,stop,405.566166,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
12b,n6,mbpp-011,mbpp,True,stop,435.880907,56,a73e4c15113564e76156ef2c16127b59f92a6662bcb81b51bf4d59bca113a896
12b,n6,gsm8k-042,gsm8k,True,stop,786.046064,168,ac8617b5e1d2983a66495243b668157e142bd78878896c0a62a22eba7db72dcd
12b,n6,mmlu_pro-040,mmlu_pro,False,stop,212.905,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,mbpp-030,mbpp,True,stop,1027.721378,172,408433a638513305bfd2fc3694105d54d393a56f1565fa5566678614bfd1acc6
12b,n6,mmlu_pro-059,mmlu_pro,True,stop,271.199063,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
12b,n6,ifeval-016,ifeval,False,stop,139.540407,3,756323b169728673341620db9f90fdab034169535fd52280c13cc5af618f5593
12b,n6,gsm8k-023,gsm8k,True,stop,1406.183281,381,5fd68be86ad43b1f1180f32e301ecaabe7c995eaa484f27f7890e19c0e39c6d9
12b,n6,gsm8k-046,gsm8k,True,stop,768.989131,161,df722782bad0a68763109b4603f87d14b5e170d21f7dcf247535fa2af7e41101
12b,n6,mbpp-032,mbpp,True,stop,513.258569,83,fcfb86832395906e0a7afa199b5dde9c1532622e57ce6e124add21a7deb91775
12b,n6,gsm8k-037,gsm8k,False,length,2140.067753,512,d87212a88e9990948bcb0ae15dd020d5f61cb2b1ccea1646a3b9fc183d8f71bf
12b,n6,ifeval-001,ifeval,True,stop,1675.132576,191,edee3469c583ee0af21007dd06a58083e85ac7f76323359f067bdaa9c0887127
12b,n6,gsm8k-055,gsm8k,True,stop,801.46369,196,356f4f1091b97a4769a4556dcf2ddc65dc6d7891f4b0954e631c6e18f8530e54
12b,n6,mmlu_pro-035,mmlu_pro,True,stop,189.538554,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,ifeval-002,ifeval,True,stop,1445.508229,168,eb7804cbbadc5313a65d81f565b182035b9750d2d5e7970aa3233095e10d28bb
12b,n6,gsm8k-025,gsm8k,True,stop,782.774997,195,4fb84d6a3474915a8e7f0a718f6767645600c58aaa02fad4596c100f2a87a2c2
12b,n6,mmlu_pro-028,mmlu_pro,True,stop,231.026489,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,gsm8k-052,gsm8k,True,stop,1151.199463,284,f36ddde130ae8814bca8e2df1e6d06acc83f99b864e13ecb875cbc7adacc058a
12b,n6,mmlu_pro-026,mmlu_pro,True,stop,232.909743,5,383107968fb4dbad920fba520520a41a0449a7214bbf4a8288643187983af7c9
12b,n6,mmlu_pro-050,mmlu_pro,False,stop,190.089189,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,mmlu_pro-023,mmlu_pro,True,stop,265.508788,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,ifeval-020,ifeval,True,stop,2747.907364,316,1e6fb00ced46216a6039066c973e6b65995412c1633a5009b9c427525757c811
12b,n6,gsm8k-040,gsm8k,True,stop,1002.99166,228,5ccad70a02b4311bb7978ddfc92b22036bcd6915555325c0e5dd6f9bbbbc796e
12b,n6,mmlu_pro-027,mmlu_pro,True,stop,186.888708,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
12b,n6,mmlu_pro-046,mmlu_pro,False,stop,232.454595,5,44bbaa39dea1d8838a3788f80b48ef0ed54d451655d0bf526734658ec6af622f
12b,n6,gsm8k-008,gsm8k,True,stop,845.755407,196,ac688d96adb0e923b233d882fb18674a6ee6a6b1da57069b2a57b5c4f292558e
12b,n6,gsm8k-050,gsm8k,False,stop,749.409575,132,ce1da1b3b474ee053946814f8dfcdc34a9f39aabeb24bd04099b63e24b6c7e06
12b,n6,gsm8k-019,gsm8k,True,stop,791.908614,201,974f4d545ac57b9644963bb10f99ec5dc46f06dc20af250c7f2fd9b8ca5954ca
12b,n6,gsm8k-014,gsm8k,True,stop,1320.565142,303,a16ae347fec9b6ef002e8087d332a3974e8321270c746a6263a9add3f3484033
12b,n6,ifeval-022,ifeval,True,stop,1171.739248,127,7e6b891638de52b96bd56cb90f40f494f2a000c40f9343bfe8e2a302ccefa259
12b,n6,gsm8k-031,gsm8k,True,stop,1052.853899,261,1ee94f8d98550a8ee0129e3e6b9484d544c9f03c312e7a481817cb3e561c598e
12b,n6,gsm8k-051,gsm8k,True,stop,880.410442,207,46fe71912cee8adcfcb486ec23d0c17811c19ba7b7ab3a4b3f991f79b036641b
12b,n6,mmlu_pro-058,mmlu_pro,False,stop,242.161901,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
12b,n6,ifeval-014,ifeval,True,stop,4329.993613,553,0667319a36f4d64a1cb5345f1389e1694fdafd1a0511cd575df9f73249edff90
12b,n6,mmlu_pro-002,mmlu_pro,False,stop,234.828205,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
12b,n6,ifeval-023,ifeval,True,stop,2107.786535,247,e4215c29676206ca0f45c17834a2438eb27317e75f28f987d3c761d305e6b30b
12b,n6,mmlu_pro-013,mmlu_pro,True,stop,196.623692,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
12b,n6,gsm8k-047,gsm8k,True,stop,727.42726,139,96ae33cec934fb5b745bdae65df87a925575174796b72420de97720a55df5f22
12b,n6,mbpp-039,mbpp,False,length,1978.557185,512,415c0d6fc4f9860f2ce0864bf42125e632e713db0c429437e92b92a62234e4f2
12b,n6,ifeval-013,ifeval,True,stop,1199.117517,158,12203297ca2bc0b2e1d1dbdb5b4d9f6e7188785b814b10ab14dcc46f67a9e53d
12b,n6,mmlu_pro-031,mmlu_pro,True,stop,143.525028,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,mmlu_pro-042,mmlu_pro,False,stop,221.12535,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
12b,n6,mmlu_pro-004,mmlu_pro,True,stop,327.462556,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
12b,n6,mbpp-019,mbpp,True,stop,436.438349,67,ac46b4ce52d9f8bd8d5a21d83cf619f023107114565017d7853ad717338453d9
12b,n6,mmlu_pro-037,mmlu_pro,False,stop,254.220941,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
12b,n6,mmlu_pro-036,mmlu_pro,True,stop,181.754765,5,79c14ef69b8803008a7947090ee9d8b4065c49bc1b60dd0d647e9b27f2aac0bd
12b,n6,mmlu_pro-039,mmlu_pro,True,stop,143.77686,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
12b,n6,gsm8k-011,gsm8k,True,stop,693.273025,135,d4702a5d865ec8b68cd8a5e408811006b9b9d770d45bb6b3a1f0c5df6d969c7e
12b,n6,mmlu_pro-032,mmlu_pro,True,stop,225.656603,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
12b,n6,mmlu_pro-025,mmlu_pro,True,stop,320.368935,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
12b,n6,mbpp-025,mbpp,True,stop,782.50066,127,04d8152854e400a0156b6f48f1aa85b936c28a165e723dae54fd961848ed4799
12b,n6,mbpp-002,mbpp,True,stop,224.052442,20,06656aea3e5d36d758091598f861a450b00ae765dc4353b0817442bf438956ec
12b,n6,gsm8k-041,gsm8k,True,stop,572.983165,148,3e8837662aa6cd0330ba5d006cfdb95a2b88b7351df7923ea4428f13acf3c82d
12b,n6,ifeval-008,ifeval,False,stop,2125.345356,230,7c0cdc135522335b72ac6f340cc6a5c993fab8211f5377bea2b73180ab0dae7b
12b,n6,gsm8k-001,gsm8k,True,stop,1436.379247,309,43e5a348838bae04f5e1289c4b08e49c1cc91e2f248abe775522c845c8e98c2e
12b,n6,gsm8k-003,gsm8k,True,stop,1152.51636,271,964254ea95def67394513cc5acb9297c2dcafb423b173f4b866e6e2502d01433
12b,n6,mmlu_pro-018,mmlu_pro,False,stop,301.53768,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,gsm8k-043,gsm8k,True,stop,1012.069595,204,56663fb4c6274789a57ab324a448364f5fa038afa43f219c8bc2525ea9a22436
12b,n6,mmlu_pro-053,mmlu_pro,False,stop,231.580594,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
12b,n6,mmlu_pro-022,mmlu_pro,True,stop,278.199201,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
12b,n6,ifeval-034,ifeval,True,stop,2264.895611,260,d5dd9c4d1cebffe84db4af032ea46e13c1ba21778c2b03d7b3198b3d2c5a3641
12b,n6,ifeval-018,ifeval,True,stop,4481.397396,523,bd2f64e807ebbbafbe0d63b93acb43df393b210bc901e71ccf6f3db2f7f6f60f
12b,n6,gsm8k-036,gsm8k,True,stop,783.431589,168,d0ff1598e3600e97af9a9734e88229d5efcfce238b92149c7f41af574ddce1d2
12b,n6,gsm8k-035,gsm8k,False,length,2107.90153,512,5baa1c67edafded8a620c1b85bdfd52b27cff14fcb0e66d5df3b6c69b64b10cc
12b,n6,mmlu_pro-051,mmlu_pro,False,stop,244.797894,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
12b,n6,mmlu_pro-044,mmlu_pro,True,stop,223.586244,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
12b,n6,mmlu_pro-008,mmlu_pro,False,stop,239.340597,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
12b,n6,ifeval-019,ifeval,True,stop,4398.286847,498,2c98211db1f27898275f852ded7d74d28257e2a16eac3a9aecc7dd302972bee1
12b,n6,mmlu_pro-016,mmlu_pro,True,stop,224.479815,5,0b881d9aefb8729ec3519b9fc950d22641f552cae9e7b7c3d836e5049ae2a6eb
12b,n6,mmlu_pro-015,mmlu_pro,True,stop,187.139039,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,gsm8k-053,gsm8k,True,stop,857.336542,177,10108e8b2c921f969bcbadedc57cd8345b75c825ded8a042d8e13117064a4e1f
12b,n6,ifeval-033,ifeval,True,stop,483.577446,46,ff10fc13366f0c80b7faeff17ab8b35b3281937a10c234f26203e6429c107ea1
12b,n6,ifeval-030,ifeval,True,stop,3401.615695,718,e58f26ea022524730d1e641b5ced4a7e9d784c44dc76aead66a8f2c4073b6a8e
12b,n6,ifeval-029,ifeval,True,stop,2836.377563,339,ceda6bcfcc4fc17496a3d14b70c2c5edac502576df1bf549264d131bfd888b72
12b,n6,gsm8k-017,gsm8k,True,stop,631.968933,133,b79db9dbad87d0691584fc9c3c91e9372bb366a3eede4a26930d48092e2f4416
12b,n6,mmlu_pro-043,mmlu_pro,True,stop,181.4163,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
12b,n6,ifeval-009,ifeval,True,stop,3675.452874,485,8eeec8902e6b67675fde0971f89b1ebdb84924a505032b8a0da692c57dfe797e
12b,n6,ifeval-006,ifeval,True,stop,662.960041,75,32b9ae045347d45ca4b2626a359d07cce06cf17e2f9bc035661a49fa3cf4914a
12b,n6,ifeval-032,ifeval,False,stop,327.180956,27,57e39da020e575bf001d972fb9638e85608377ea9aa57d63a93b23c92710811d
12b,n6,ifeval-035,ifeval,True,stop,167.694796,13,8bfa9fe1f5d629c2629d34be1303c062d4a34dd748535a18459bc73603bc0c3a
12b,n6,ifeval-004,ifeval,True,stop,4336.684133,728,b09d79c8123aea8e52c5ac0cf7d2a7fd6f9f500362bd179d064b6ffdad0ce24e
12b,n6,mmlu_pro-019,mmlu_pro,False,stop,328.827032,5,2b811e58a6e1fde6992eb1ffe81c5357d5db8e2e33099f28d9e9b0d6f756ed0b
12b,n6,mmlu_pro-003,mmlu_pro,False,stop,230.572863,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,gsm8k-034,gsm8k,True,stop,2086.36366,435,a957beecf97629e051a27ec5d3a9a2d58bb878ea56125914999229dbdacdeda1
12b,n6,mmlu_pro-020,mmlu_pro,False,stop,307.855023,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
12b,n6,mmlu_pro-048,mmlu_pro,False,stop,194.226889,5,e192490fee64ad593d0794e211855b9bb10e590dbd903c73641084fcd6da0256
12b,n6,mbpp-018,mbpp,True,stop,626.887281,120,fecad9c0702cbff84bb13b78b2d823fb5b2c010ba40322ab7ce0aa96a43335de
12b,n6,gsm8k-022,gsm8k,True,stop,1051.333563,249,1c402e9f6ac703a6fe275ba5c45df10deafbb6bdaa715ab5765b81eb96afd460
12b,n6,mmlu_pro-009,mmlu_pro,True,stop,243.321554,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,gsm8k-057,gsm8k,True,stop,982.722759,218,038e92c46ad335e219439c49d30f5a766deb0a68b454ade202c575e8fc8f7bdf
12b,n6,gsm8k-009,gsm8k,False,length,2272.823925,512,f5ce3370f484496808968cd7bbcbb3398939c9f3d953a4c147303d767ff77127
12b,n6,mmlu_pro-047,mmlu_pro,True,stop,323.215768,5,f246277cc5248bc3d0e34f18c1e51dbf384b76ba4bc05357a5783df373eefa83
12b,n6,gsm8k-020,gsm8k,True,stop,945.746813,210,ff642802ec244479d7eb2febd3eb2e2c61b7b67f3389b8ae82c9649e5b61c6c9
12b,n6,gsm8k-044,gsm8k,True,stop,878.775567,195,486b630275c5125c5fd2351b5a345bca7a3156af03c67cc6e8aa2fa4243cf5cc
12b,n6,gsm8k-013,gsm8k,True,stop,682.578603,158,c29bd7d9f06f755e872573cd736ce490953e702d13a1d01a7f4ea69984afd78e
12b,n6,ifeval-010,ifeval,False,stop,3175.350979,363,6e048b6f385e65c10de935df14025043c0308b1f3268194896f7b4e6f30bcbd3
12b,n6,mbpp-022,mbpp,True,stop,339.795984,36,0de54c5f0b17f075fcf6b40205e874d57cddc5d15fb264c75bb341a73617141e
12b,n6,mmlu_pro-011,mmlu_pro,False,stop,248.709345,5,7f12398eab61eabfade2a1506d641f27c6035a371dd16cf1e5bbce8ac82b36d3
12b,n6,mbpp-038,mbpp,True,stop,327.908507,56,9d32bf8ec3a60d064d92722ee54882cf4ab20d7f501c8938357b484291e640b7
12b,n6,gsm8k-056,gsm8k,True,stop,923.170974,235,dc04e562a5c320973bf96c19e079ff01880bcaed75c9dbb592d751356c79a203
12b,n6,gsm8k-010,gsm8k,True,stop,755.919056,182,3f63ce0c1e338b14a377d0e3382211897298eb19280217c7f643227b0e87d160
12b,n6,mbpp-037,mbpp,True,stop,370.90738,46,b0d87a4f246ab0c8abbec4db556c2753bbc57afbbd24e7a4946f2e333bf0144d
12b,n6,mbpp-028,mbpp,True,stop,271.192465,32,935a46b12d1be56832c2a572cbcfa849f01b218bb282f24708f561971ef205f1
12b,n6,mmlu_pro-021,mmlu_pro,False,stop,232.247501,5,e7e621df907fc16c9b06df06caf0acd9c4800660de102246b77df7a00426983a
12b,n6,gsm8k-004,gsm8k,True,stop,686.398591,147,37ded3bbd709e34262192a50410561aaf27965b82bc91c8bd415e4eedd653db0
12b,n6,mmlu_pro-005,mmlu_pro,False,stop,263.119385,5,75a8382d1f0eeb8ade3ff32fd5d253d6d61f5569a8c8c7a7f2fa4e891b73e012
12b,n6,mbpp-007,mbpp,False,length,2550.011745,512,ec99ae4f7b172a449e651c65a5de426cad87d754ce34ef9dd7c574229eaa20c6
12b,n6,mbpp-006,mbpp,True,stop,1073.217452,236,5da97a94ab9b49e38717eebcc841d668eff217a3ceb4e1b68e5ea83a603f10a5
