model_short,condition,item_id,family,baseline_stable,byte_equal,token_equal,common_token_prefix,first_divergent_token,normalized_char_edit_similarity,length_difference_tokens,baseline_correct,mtp_correct
26b,n4,mmlu_pro-056,mmlu_pro,True,True,True,5,,1.0,0,True,True
26b,n4,mmlu_pro-057,mmlu_pro,True,True,True,5,,1.0,0,True,True
26b,n4,mmlu_pro-058,mmlu_pro,True,True,True,5,,1.0,0,True,True
26b,n4,mmlu_pro-059,mmlu_pro,True,True,True,5,,1.0,0,False,False
26b,n4,ifeval-000,ifeval,True,False,False,87,87.0,0.7309734513274336,-1,True,True
26b,n4,ifeval-001,ifeval,True,False,False,12,12.0,0.3958602846054333,-5,True,True
26b,n4,ifeval-002,ifeval,True,False,False,151,151.0,0.9424,-2,True,True
26b,n4,ifeval-003,ifeval,True,False,False,86,86.0,0.4455279085406859,-99,True,True
26b,n4,ifeval-004,ifeval,True,False,False,63,63.0,0.7786624203821656,-15,True,True
26b,n4,ifeval-005,ifeval,True,False,False,20,20.0,0.584070796460177,-25,True,True
26b,n4,ifeval-006,ifeval,True,False,False,85,85.0,0.9815303430079155,-1,True,True
26b,n4,ifeval-007,ifeval,True,False,False,34,34.0,0.9386503067484663,0,False,False
26b,n4,ifeval-008,ifeval,True,False,False,21,21.0,0.5613636363636363,-3,False,False
26b,n4,ifeval-009,ifeval,True,False,False,97,97.0,0.6711790393013101,17,True,True
26b,n4,ifeval-010,ifeval,True,False,False,4,4.0,0.3022508038585209,22,True,True
26b,n4,ifeval-011,ifeval,True,False,False,17,17.0,0.9781021897810219,0,True,True
26b,n4,ifeval-012,ifeval,True,False,False,99,99.0,0.6761710794297353,38,True,True
26b,n4,ifeval-013,ifeval,True,False,False,9,9.0,0.3549107142857143,-12,True,True
26b,n4,ifeval-014,ifeval,True,False,False,40,40.0,0.4173363949483353,-66,True,True
26b,n4,ifeval-015,ifeval,True,False,False,33,33.0,0.6133333333333333,-6,True,True
26b,n4,ifeval-016,ifeval,True,True,True,3,,1.0,0,False,False
26b,n4,ifeval-017,ifeval,True,False,False,6,6.0,0.4820636839983877,-40,True,True
26b,n4,ifeval-018,ifeval,True,False,False,49,49.0,0.38975424022152994,-13,False,False
26b,n4,ifeval-019,ifeval,True,False,False,2,2.0,0.2536427415002699,9,True,True
26b,n4,ifeval-020,ifeval,True,False,False,24,24.0,0.39157245632065774,-8,True,False
26b,n4,ifeval-021,ifeval,True,False,False,35,35.0,0.47536945812807885,3,True,True
26b,n4,ifeval-022,ifeval,True,False,False,30,30.0,0.7583187390542907,-10,True,True
26b,n4,ifeval-023,ifeval,True,False,False,23,23.0,0.35081502480510274,21,True,True
26b,n4,ifeval-024,ifeval,True,False,False,21,21.0,0.33779761904761907,-35,True,True
26b,n4,ifeval-025,ifeval,True,False,False,8,8.0,0.33492442322991245,57,True,True
26b,n4,ifeval-026,ifeval,True,False,False,14,14.0,0.41509433962264153,18,True,True
26b,n4,ifeval-027,ifeval,True,False,False,48,48.0,0.31886285055704955,-33,False,False
26b,n4,ifeval-028,ifeval,True,False,False,21,21.0,0.3155996393146979,0,True,True
26b,n4,ifeval-029,ifeval,True,False,False,6,6.0,0.3243922883487007,-28,True,True
26b,n4,ifeval-030,ifeval,True,False,False,34,34.0,0.7811466372657111,-86,True,True
26b,n4,ifeval-031,ifeval,True,False,False,34,34.0,0.6009280742459397,18,True,True
26b,n4,ifeval-032,ifeval,True,True,True,17,,1.0,0,True,True
26b,n4,ifeval-033,ifeval,True,True,True,26,,1.0,0,True,True
26b,n4,ifeval-034,ifeval,True,False,False,35,35.0,0.5757042253521127,-5,True,True
26b,n4,ifeval-035,ifeval,True,False,False,24,24.0,0.8928571428571429,4,True,True
26b,n4,ifeval-036,ifeval,True,False,False,13,13.0,0.5145228215767634,-11,True,True
26b,n4,ifeval-037,ifeval,True,False,False,48,48.0,0.43072776280323455,-21,True,True
26b,n4,ifeval-038,ifeval,True,True,True,22,,1.0,0,True,True
26b,n4,ifeval-039,ifeval,True,False,False,12,12.0,0.6691176470588236,-5,True,True
26b,n4,mbpp-000,mbpp,True,True,True,26,,1.0,0,True,True
26b,n4,mbpp-001,mbpp,True,True,True,97,,1.0,0,True,True
26b,n4,mbpp-002,mbpp,True,True,True,101,,1.0,0,True,True
26b,n4,mbpp-003,mbpp,True,True,True,26,,1.0,0,True,True
26b,n4,mbpp-004,mbpp,True,True,True,53,,1.0,0,False,False
26b,n4,mbpp-005,mbpp,True,True,True,54,,1.0,0,False,False
26b,n4,mbpp-006,mbpp,True,False,False,88,88.0,0.9490131578947368,-3,True,True
26b,n4,mbpp-007,mbpp,True,False,False,15,15.0,0.35362014690451204,0,False,False
26b,n4,mbpp-008,mbpp,True,True,True,37,,1.0,0,True,True
26b,n4,mbpp-009,mbpp,True,False,False,46,46.0,0.09937456567060454,428,True,False
26b,n4,mbpp-010,mbpp,True,False,False,217,217.0,0.7098765432098766,10,True,True
26b,n4,mbpp-011,mbpp,True,True,True,54,,1.0,0,True,True
26b,n4,mbpp-012,mbpp,True,True,True,108,,1.0,0,True,True
26b,n4,mbpp-013,mbpp,True,True,True,119,,1.0,0,True,True
26b,n4,mbpp-014,mbpp,True,True,True,136,,1.0,0,False,False
26b,n4,mbpp-015,mbpp,True,False,False,23,23.0,0.8,-12,True,True
26b,n4,mbpp-016,mbpp,True,False,False,28,28.0,0.8762886597938144,4,True,True
26b,n4,mbpp-017,mbpp,True,False,False,71,71.0,0.812061711079944,-39,True,True
26b,n4,mbpp-018,mbpp,True,False,False,70,70.0,0.8385579937304075,-12,True,True
26b,n4,mbpp-019,mbpp,True,False,False,83,83.0,0.5032967032967033,-126,True,True
26b,n4,mbpp-020,mbpp,True,True,True,39,,1.0,0,True,True
26b,n4,mbpp-021,mbpp,True,True,True,89,,1.0,0,True,True
26b,n4,mbpp-022,mbpp,True,True,True,36,,1.0,0,True,True
26b,n4,mbpp-023,mbpp,True,False,False,158,158.0,0.9369527145359019,0,False,False
26b,n4,mbpp-024,mbpp,True,False,False,114,114.0,0.8740416210295728,-8,True,True
26b,n4,mbpp-025,mbpp,True,True,True,80,,1.0,0,True,True
26b,n4,mbpp-026,mbpp,True,True,True,70,,1.0,0,True,True
26b,n4,mbpp-027,mbpp,True,True,True,53,,1.0,0,True,True
26b,n4,mbpp-028,mbpp,True,True,True,113,,1.0,0,True,True
26b,n4,mbpp-029,mbpp,True,False,False,58,58.0,0.9342105263157895,-1,True,True
26b,n4,mbpp-030,mbpp,True,True,True,114,,1.0,0,True,True
26b,n4,mbpp-031,mbpp,True,True,True,48,,1.0,0,True,True
26b,n4,mbpp-032,mbpp,True,True,True,83,,1.0,0,True,True
26b,n4,mbpp-033,mbpp,True,False,False,44,44.0,0.38564026646928207,221,False,False
26b,n4,mbpp-034,mbpp,True,False,False,20,20.0,0.821917808219178,12,True,True
26b,n4,mbpp-035,mbpp,True,True,True,119,,1.0,0,True,True
26b,n4,mbpp-036,mbpp,True,True,True,35,,1.0,0,True,True
26b,n4,mbpp-037,mbpp,True,True,True,45,,1.0,0,True,True
26b,n4,mbpp-038,mbpp,True,True,True,58,,1.0,0,True,True
26b,n4,mbpp-039,mbpp,True,True,True,35,,1.0,0,True,True
